hip,hd,proper,bf,bayer,flam,con,ra_deg,dec,mag,ci,spect,dist
90762,170878,"","","","",Her,277.768545,16.928556,5.76,0.053,A2V,133.5113
90763,170479,"","","","",Sgr,277.77018,-32.989114,5.37,0.182,A5V,88.8889
90797,169978,"",Nu  Pav,Nu,"",Pav,277.84344,-62.278302,4.63,-0.116,B8III,134.5895
90804,170740,"","","","",Sct,277.85706,-10.795836,5.77,0.379,B2V,330.033
90806,170680,"","","","",Sgr,277.859565,-18.402697,5.12,0.016,B9/B9.5V,68.3995
90830,170465,"",Del1Tel,Del-1,"",Tel,277.939305,-45.914814,4.92,-0.101,B6IV,216.9197
90842,170521,"","","","",CrA,277.98426,-43.507383,5.71,1.322,K2III,337.8378
90844,170920,"",61    Ser,"",61,Ser,277.98747000000003,-1.002977,5.93,0.17,A4III,188.3239
90853,170523,"",Del2Tel,Del-2,"",Tel,278.00811,-45.757382,5.07,-0.127,B3III,366.3004
90858,170973,"","","","",Ser,278.02870499999995,3.659603,6.41,-0.025,A0sp...,303.9514
90884,170902,"","","","",Sct,278.086065,-14.644268,6.36,0.217,A4/A5IV/V,82.1693
90887,170642,"","","","",CrA,278.08885499999997,-39.704001,5.16,0.079,A3V,70.2741
90905,171635,"",45    Dra,"",45,Dra,278.143845,57.045599,4.77,0.611,F7Ib,649.3506
90913,170975,"","","","",Sct,278.180505,-14.865662,5.47,1.998,K3Iab,884.9558
90915,171245,"","","","",Her,278.19231,23.616801,5.88,1.49,K5III,230.9469
90923,171301,"","","","",Lyr,278.20815,30.554209,5.47,-0.077,B8IV,109.6491
90930,169570,"","","","",Pav,278.23056,-73.965596,5.88,0.992,K0III,108.8139
90936,170773,"","","","",CrA,278.25374999999997,-39.892022,6.22,0.429,F5V,36.9822
90967,171149,"","","","",Sct,278.34462,-5.911718,6.36,0.034,A0Vn,123.7624
90969,170867,"",Kap2CrA,Kap-2,"",CrA,278.34619499999997,-38.720033,6.31,0.02,B8,47.2144
90968,170868,"",Kap1CrA,Kap-1,"",CrA,278.34639,-38.725985,5.67,-0.06,B9.5,298.5075
90971,171247,"","","","",Oph,278.347095,8.268251,6.42,-0.044,B8IIIp SiSr:,558.6592
90981,170525,"","","","",Pav,278.372745,-58.708784,6.4,0.688,G5IV,48.2859
90982,170845,"",The CrA,The,"",CrA,278.375745,-42.31251,4.62,0.994,G5III,170.9402
90991,171130,"","","","",Sct,278.41258500000004,-14.853614,5.74,0.043,A0/A1V,69.5894
91004,171115,"",24    Sgr,"",24,Sgr,278.472855,-24.032283,5.49,1.795,K3III,632.9114
91013,171779,"","","","",Dra,278.486235,52.353517,5.38,1.091,K0III,195.6947
91014,171034,"","","","",Sgr,278.49069,-33.01656,5.28,-0.115,B2III/IV,404.8583
91062,170873,"","","","",Tel,278.62968,-52.891521,6.21,1.254,K2III,203.666
91090,171505,"","","","",Oph,278.697885,10.89201,6.48,0.032,A1V,186.2197
91105,171391,"","","","",Sct,278.75997,-10.977206,5.12,0.926,G8III,100.9082
91117,171443,"",Alp Sct,Alp,"",Sct,278.80177499999996,-8.244073,3.85,1.317,K2III,61.0501
91118,171623,"","","","",Her,278.80251,18.20341,5.79,0.006,A0Vn,198.4127
91119,171780,"","","","",Lyr,278.80627499999997,34.458021,6.1,-0.115,B5Vn,255.102
91132,171369,"","","","",Sgr,278.83887000000004,-20.840442,6.49,0.28,F0IV/V,91.4913
91139,171745,"","","","",Her,278.876655,23.60553,5.62,1.015,G8III,144.3001
91142,171586,"","","","",Ser,278.90205,4.935988,6.47,0.075,A2pvar,110.2536
91159,171746,"","","","",Her,278.971755,16.975697,6.21,0.542,G2Vv comp,32.8839
91172,171416,"","","","",Sgr,278.998515,-29.699104,6.36,1.272,K1III,219.2982
91196,172569,"","","","",Dra,279.055245,65.488717,6.07,0.279,F0V,66.4452
91217,171802,"","","","",Oph,279.115965,9.122491,5.38,0.387,F5III,38.5208
91235,172044,"","","","",Lyr,279.155595,33.469036,5.41,-0.101,B8II-IIIp..,154.5595
91237,171834,"","","","",Oph,279.16281,6.671805,5.43,0.386,F3V,33.0797
91250,172187,"","","","",Lyr,279.18976499999997,43.221815,6.21,0.251,F0V,131.406
91262,172167,Vega,3Alp Lyr,Alp,3,Lyr,279.2346,38.783692,0.03,-0.001,A0Vvar,7.6787
91279,171994,"","","","",Her,279.287745,16.198295,6.31,0.896,G8IV,93.4579
91315,172728,"","","","",Dra,279.38961,62.526591,5.74,-0.045,A0V,119.0476
91322,171978,"","","","",Ser,279.39984,-0.309472,5.76,0.067,A2V,160.5136
91347,171856,"","","","",Sgr,279.47677500000003,-21.397725,5.93,0.189,A5IV,104.3841
91369,171957,"","","","",Sct,279.51867000000004,-14.004781,6.49,0.189,B8II/III,246.9136
91373,172380,"","","","",Lyr,279.52698,39.668326,6.02,1.444,M4.5II,526.3158
91394,172088,"","","","",Ser,279.59916,-3.19364,6.49,0.553,F9IV,47.9616
91405,171961,"","","","",Sgr,279.627975,-23.504893,5.78,-0.018,B8III,151.0574
91438,172051,"","","","",Sgr,279.72252,-21.051871,5.85,0.673,G5V,13.0839
91461,171819,"","","","",Tel,279.80951999999996,-47.909767,5.84,0.233,A3V,109.4092
91491,172671,"","","","",Lyr,279.88764,40.935059,6.25,-0.052,B9V,271.7391
91494,171967,"","","","",CrA,279.89652,-43.185878,5.42,1.654,M2III,196.0784
91499,172365,"","","","",Ser,279.90366,5.264287,6.36,0.8,F8Ib-II,343.6426
91523,172424,"","","","",Oph,279.964995,7.358598,6.26,0.962,G8III,147.4926
91525,172883,"","","","",Dra,279.97005,52.196075,6.0,-0.067,A0p...,165.5629
91532,172348,"","","","",Sct,280.00161,-7.790799,5.82,1.536,K4III,178.5714
91533,172631,"","","","",Lyr,280.00803,30.849471,6.43,0.9,K0,164.2036
91552,172741,"","","","",Lyr,280.05082500000003,38.367195,6.45,0.22,A6m,146.1988
91606,173398,"","","","",Dra,280.23501,62.749466,6.1,0.978,K0III,111.1111
91662,172223,"","","","",Tel,280.37785499999995,-48.094686,6.47,1.22,K3III,123.9157
91675,172958,"","","","",Lyr,280.42211999999995,31.617612,6.41,-0.047,B8V,309.5975
91677,172594,"","","","",Sct,280.42692,-14.564244,6.4,0.757,F2/F3Ib/II,100000.0
91689,172546,"",26    Sgr,"",26,Sgr,280.46511,-23.833423,6.22,0.231,A3m...,62.8931
91707,173087,"","","","",Lyr,280.53369,34.746307,6.49,-0.116,B5V,456.621
91723,169904,"","","","",Oct,280.55988,-81.808114,6.27,-0.104,B8V,165.0165
91726,172748,"",Del Sct,Del,"",Sct,280.568445,-9.052549,4.7,0.358,F2IIIp d Del,62.0732
91733,172021,"","","","",Pav,280.59427500000004,-64.643044,6.35,0.153,A5V,205.7613
91751,172831,"","","","",Sct,280.650495,-7.073654,6.13,1.006,K0.5III,78.1861
91755,173524,"",46    Dra,"",46,Dra,280.658145,55.539457,5.03,-0.07,B9.5p...,104.3841
91781,172816,"","","","",Sgr,280.729575,-19.284209,6.32,1.591,M4III,310.559
91792,171759,"",Zet Pav,Zet,"",Pav,280.7589,-71.428113,4.01,1.134,K2III,66.9792
91811,174205,"","","","",Dra,280.793115,70.792849,6.28,1.234,K2,191.9386
91820,173383,"","","","",Lyr,280.81905,39.300066,6.45,1.59,K5,383.1418
91843,173664,"","","","",Dra,280.870875,53.871767,6.18,0.094,A2IV,273.9726
91845,173009,"",Eps Sct,Eps,"",Sct,280.88022,-8.275215,4.88,1.112,G8II,165.0165
91852,173416,Xihe,"","","",Lyr,280.90044,36.556605,6.04,1.04,G8,139.47
91854,172211,"","","","",Pav,280.905525,-64.551425,5.76,0.967,K0III,108.9325
91875,172777,"",Lam CrA,Lam,"",CrA,280.94559,-38.323441,5.11,0.075,A0/A1V,62.9327
91880,173093,"","","","",Sct,280.96347,-6.818119,6.3,0.479,F7V,73.8007
91883,173417,"","","","",Lyr,280.964985,31.926613,5.68,0.36,F1III-IV,50.3018
91901,172875,"","","","",Sgr,281.0331,-36.718335,6.31,0.98,K0III,107.0664
91915,173949,"","","","",Dra,281.076105,61.048143,6.02,0.967,G7IV,109.529
91918,172910,"","","","",Sgr,281.08066499999995,-35.641987,4.86,-0.168,B2V,143.0615
91919,173582,"",4Eps1Lyr,Eps-1,4,Lyr,281.08475999999996,39.670123,4.67,0.17,F1V,49.776
91926,173607,"",5Eps2Lyr,Eps-2,5,Lyr,281.094915,39.612721,4.59,0.18,A8Vn,47.6872
91958,173494,"","","","",Her,281.16789,23.589883,6.3,0.437,F6V,43.956
91971,173648,"",6Zet1Lyr,Zet-1,6,Lyr,281.193135,37.605115,4.34,0.192,Am,47.8698
91973,173649,"",7Zet2Lyr,Zet-2,7,Lyr,281.20083,37.594615,5.73,0.285,F0IVvar,47.6872
91974,173117,"","","","",Sgr,281.20668,-25.010914,5.82,0.033,B8III,177.305
91975,173370,"",4    Aql,"",4,Aql,281.208075,2.060038,5.02,-0.055,B9V,142.6534
91985,173920,"","","","",Dra,281.230815,54.897184,6.26,0.839,G5III,298.5075
91989,172991,"","","","",CrA,281.23815,-39.686188,5.4,0.85,K1/K2III+..,400.0
92008,172630,"","","","",Pav,281.29797,-61.095196,6.04,1.484,K3III,354.6099
92016,173282,"","","","",Sgr,281.32773000000003,-21.001615,6.35,0.458,F5/F6V,61.1247
92021,172781,"","","","",Pav,281.349585,-56.88197,6.22,1.385,K3III,212.766
92024,172555,"","","","",Pav,281.361975,-64.871259,4.78,0.199,A7V,28.547
92027,173495,"","","","",Ser,281.368185,5.500128,5.82,0.041,A1V,188.6792
92040,175938,"","","","",Dra,281.40860999999995,79.942673,6.4,0.296,A8V,89.2857
92041,173300,"",27Phi Sgr,Phi,27,Sgr,281.4141,-26.990778,3.17,-0.107,B8.5III,73.3676
92043,173667,"",110    Her,"",110,Her,281.415525,20.546308,4.19,0.483,F6V,19.2086
92056,174980,"","","","",Dra,281.444835,74.085553,5.25,0.953,K0II-III,96.8054
92072,173047,"","","","",Tel,281.48331,-50.872715,6.24,-0.08,B8/B9II,373.1343
92079,173425,"","","","",Sgr,281.504775,-19.606357,6.34,1.578,M2/M3III,222.7171
92088,173780,"","","","",Lyr,281.518665,26.66213,4.83,1.199,K3III,78.125
92098,173936,"","","","",Lyr,281.5542,41.44181,6.06,-0.12,B6V,279.3296
92111,173460,"",28    Sgr,"",28,Sgr,281.585865,-22.392176,5.37,1.591,K5III,209.6436
92112,175286,"",50    Dra,"",50,Dra,281.592735,75.433964,5.37,0.049,A1Vn,85.8369
92117,173654,"",5    Aql,"",5,Aql,281.61915,-0.961692,5.89,0.131,A2m,111.8568
92131,173833,"","","","",Her,281.67233999999996,18.705907,6.18,1.594,K5,209.6436
92133,174237,"","","","",Dra,281.67951,52.98796,5.91,-0.096,B2.5V,396.8254
92136,173638,"","","","",Sct,281.680515,-10.125048,5.69,0.584,F2Ib-II,100000.0
92161,173880,"",111    Her,"",111,Her,281.75529,18.181519,4.34,0.148,A5III,28.8934
92175,173764,"",Bet Sct,Bet,"",Sct,281.79363,-4.747867,4.22,1.087,G5II...,280.8989
92202,173819,"","","","",Sct,281.87062499999996,-5.705147,5.38,1.28,K0Ibpvar,100000.0
92226,173540,"",Mu  CrA,Mu,"",CrA,281.93589,-40.406167,5.2,0.781,G5/G6III,121.3592
92233,171990,"","","","",Oct,281.95495500000004,-77.868249,6.39,0.593,G2V,41.4079
92243,174179,"","","","",Lyr,281.98905,31.756835,6.06,-0.139,B3IVp,338.9831
92254,173954,"","","","",Ser,282.0111,4.241422,6.2,1.509,K5,244.4988
92269,174481,"","","","",Dra,282.067005,48.767556,6.12,0.225,A7III,60.1323
92270,174160,"","","","",Her,282.06834000000003,23.514749,6.19,0.492,F8V,28.7522
92294,173168,"",The Pav,The,"",Pav,282.15807,-65.077679,5.71,0.268,A9V,67.7048
92296,174005,"","","","",Sct,282.16455,-6.004311,6.49,0.242,A2,230.9469
92301,173928,"","","","",Sgr,282.18921,-18.60115,6.46,0.902,A1V + K1III,312.5
92308,173715,"",Eta1CrA,Eta-1,"",CrA,282.21036,-43.680047,5.46,0.133,A2Vn,103.0928
92312,174262,"","","","",Her,282.222435,19.32872,5.89,0.022,A1V,87.6424
92367,173791,"","","","",Tel,282.363855,-45.8101,5.8,0.891,G6IV,109.8901
92382,173861,"",Eta2CrA,Eta-2,"",CrA,282.39582,-43.434102,5.6,-0.077,B9IV,147.7105
92386,174240,"","","","",Aql,282.40497,0.836197,6.24,0.041,A1V,179.5332
92390,174116,"",29    Sgr,"",29,Sgr,282.417105,-20.324656,5.22,1.404,K2III,286.533
92391,174208,"","","","",Sct,282.42064500000004,-5.912863,5.99,1.568,K2Ib,534.7594
92394,172881,"","","","",Pav,282.431985,-72.995722,6.04,0.033,B9.5IV/V,215.9827
92398,174585,"",8Nu 1Lyr,Nu-1,8,Lyr,282.44129999999996,32.81282,5.93,-0.154,B3IV,401.6064
92405,174602,"",9Nu 2Lyr,Nu-2,9,Lyr,282.47049,32.551058,5.22,0.1,A3V,70.9723
92420,174638,Sheliak,10Bet Lyr,Bet,10,Lyr,282.51997500000004,33.362667,3.52,0.003,A8:V comp SB,294.9853
92456,174328,"","","","",Sct,282.62988,-13.572262,6.48,1.662,K1II/III,413.2231
92475,174569,"","","","",Aql,282.68979,10.976392,6.37,1.443,K5III+...,386.1004
92480,174309,"",30    Sgr,"",30,Sgr,282.71038500000003,-22.16219,6.29,0.39,F2IV,70.5716
92488,174464,"","","","",Sct,282.74379,-9.774096,5.82,0.594,F2Ib,854.7009
92487,174152,"","","","",CrA,282.744375,-41.062687,6.5,-0.075,B5III,100000.0
92512,175306,"",47Omi Dra,Omi,47,Dra,282.80022,59.388351,4.63,1.185,K0II-III SB,104.8218
92524,174589,"",8    Aql,"",8,Aql,282.842325,-3.317857,6.08,0.299,F2III,78.6164
92549,175225,"","","","",Dra,282.89567999999997,52.975117,5.51,0.843,G9IVa,25.6674
92550,174881,"","","","",Lyr,282.89955000000003,28.783671,6.22,1.183,K1II-III,364.9635
92551,174959,"","","","",Lyr,282.90216,36.539092,6.1,-0.1,B6IV,313.4796
92593,174853,"","","","",Her,283.008015,13.965647,6.19,-0.008,B8Vnn,209.205
92599,175132,"","","","",Lyr,283.030215,41.383244,6.28,-0.083,B9p Si,492.6108
92608,174407,"","","","",CrA,283.04974500000003,-41.709195,6.47,1.426,K3III,208.7683
92609,173948,"",Lam Pav,Lam,"",Pav,283.05431999999996,-62.187593,4.22,-0.15,B2II-III,438.5965
92614,174933,"",112    Her,"",112,Her,283.06845,21.425142,5.43,-0.068,B9p...,124.3781
92630,174387,"","","","",Tel,283.113435,-46.595119,5.51,1.641,M0III,317.4603
92635,174630,"","","","",Sgr,283.11798,-26.65077,6.28,0.941,G8/K0III,113.6364
92643,174631,"","","","",Sgr,283.154355,-29.379676,6.12,1.344,K1III,159.7444
92646,174295,"",Kap Tel,Kap,"",Tel,283.165125,-52.10737,5.18,0.962,G8/K0III,83.3333
92669,174500,"","","","",Tel,283.249575,-46.586329,6.17,0.051,A1IV/V,251.8892
92674,174866,"","","","",Sct,283.25754,-9.575521,6.27,0.2,A7Vn,99.6016
92676,174474,"","","","",Tel,283.25980500000003,-48.360913,6.17,0.124,A2V,81.9672
92687,174430,"","","","",Tel,283.300005,-51.931437,6.3,-0.092,B4III,427.3504
92689,175535,"","","","",Dra,283.30644,50.708221,4.92,0.903,G8III,139.8601
92717,176795,"","","","",Dra,283.38833999999997,75.787372,6.33,0.021,A1V,246.3054
92728,175426,"",11Del1Lyr,Del-1,11,Lyr,283.431495,36.971721,5.58,-0.138,B2.5V,303.9514
92731,175823,"","","","",Dra,283.44291000000004,57.486557,6.24,1.243,K5III:,177.6199
92747,174947,"",33    Sgr,"",33,Sgr,283.50037499999996,-21.359845,5.68,1.206,G8/K0II,502.5126
92761,174974,Ainalrami,32Nu 1Sgr,Nu-1,32,Sgr,283.542405,-22.744834,4.86,1.412,K1II,344.8276
92768,175443,"","","","",Lyr,283.5552,27.909528,5.64,1.361,K4III,111.3586
92782,176524,"",52Ups Dra,Ups,52,Dra,283.59915,71.297192,4.82,1.151,K0III,105.4852
92791,175588,"",12Del2Lyr,Del-2,12,Lyr,283.62618,36.898613,4.22,1.575,M4IIvar,225.7336
92814,175156,"","","","",Sct,283.67964,-15.603036,5.08,0.141,B3II,429.1845
92818,175492,"",113    Her,"",113,Her,283.68702,22.645076,4.57,0.782,G4III+...,144.7178
92822,175824,"","","","",Dra,283.696425,48.859401,5.84,0.452,F3III,55.2792
92824,164461,"",Chi Oct,Chi,"",Oct,283.69845,-87.605843,5.29,1.304,K3III,78.7402
92831,175740,"","","","",Lyr,283.71741000000003,41.602723,5.46,1.034,G8III,81.9672
92833,175635,"","","","",Lyr,283.71882,33.968576,5.99,0.922,G8III+...,358.4229
92845,175190,"",35Nu 2Sgr,Nu-2,35,Sgr,283.77973499999996,-22.671328,5.0,1.348,K1Ib/II,83.9631
92855,175191,Nunki,34Sig Sgr,Sig,34,Sgr,283.81635,-26.296722,2.05,-0.134,B2.5V,69.8324
92862,175865,"",13    Lyr,"",13,Lyr,283.833735,43.946088,4.08,1.397,M5IIIvar,91.4077
92866,175093,"","","","",CrA,283.84815000000003,-37.386603,6.48,1.122,K1III,133.3333
92872,175515,"","","","",Aql,283.86435,6.61529,5.58,1.041,G9III,88.2613
92882,175317,"","","","",Sgr,283.8792,-16.376635,5.56,0.445,F5/F6IV/V,31.7158
92931,175360,"","","","",Sgr,284.00280000000004,-23.173751,5.91,-0.021,B6III,194.9318
92937,175743,"","","","",Her,284.02551000000005,18.10541,5.69,1.092,K1III,92.2509
92946,175638,Alya,63The1Ser,The-1,63,Ser,284.05492499999997,4.203595,4.62,0.161,A5V,47.4158
92951,175639,Alya B,63The2Ser,The-2,63,Ser,284.061015,4.202132,4.98,0.204,A5Vn,51.9481
92953,175219,"","","","",CrA,284.07066000000003,-42.710676,5.35,0.998,G6III-IV,90.5797
92963,175640,"","","","",Aql,284.09442,-1.799863,6.2,-0.046,B9III,157.4803
92968,175679,"","","","",Ser,284.10669,2.47119,6.14,0.961,G8III,156.4945
92969,176598,"","","","",Dra,284.107215,65.258084,5.62,0.938,G8III,96.1538
92972,175390,"","","","",Sgr,284.113485,-31.689025,6.45,1.223,K2III,205.7613
92989,175362,"","","","",CrA,284.16873,-37.343241,5.36,-0.147,B3V,131.9261
92997,176408,"",48    Dra,"",48,Dra,284.187765,57.814851,5.67,1.155,K1III,84.674
93012,174877,"","","","",Pav,284.22792,-62.801904,6.47,1.535,K3III,313.4796
93015,174694,"",Kap Pav,Kap,"",Pav,284.23765499999996,-67.233495,4.4,0.53,F5Ib-II:,153.3742
93017,176051,"","","","",Lyr,284.256615,32.901273,5.2,0.594,G0V,14.8721
93026,175751,"",Eta Sct,Eta,"",Sct,284.265285,-5.846314,4.83,1.057,K1III,62.0347
93049,175395,"","","","",CrA,284.309625,-43.917012,6.27,-0.073,B9V,215.9827
93051,175869,"",64    Ser,"",64,Ser,284.31912,2.535346,5.56,0.004,B9IIIp...,348.4321
93053,176668,"","","","",Dra,284.32224,62.396773,6.5,0.927,G5IV comp,95.4198
93057,175687,"",36Xi 1Sgr,Xi-1,36,Sgr,284.33531999999997,-20.656346,5.02,0.137,B9.5Ib,632.9114
93068,176560,"","","","",Dra,284.36863500000004,58.225026,6.47,0.072,A2V,125.1564
93074,175529,"","","","",CrA,284.39331,-39.823195,6.29,0.21,A5IV/V,59.9161
93085,175775,"",37Xi 2Sgr,Xi-2,37,Sgr,284.432505,-21.106654,3.52,1.151,G8/K0II/III,111.9821
93104,176318,"","","","",Lyr,284.50791,38.266188,5.89,-0.09,B7IV,177.305
93117,172226,"","","","",Oct,284.541825,-83.422198,6.35,-0.033,B9/B9.5V,169.4915
93124,176155,"","","","",Aql,284.56144500000005,17.360912,5.33,0.731,F8Ib,473.9336
93134,175794,"","","","",Sgr,284.588685,-31.035975,6.09,1.347,K3III,137.931
93138,176095,"","","","",Aql,284.598765,6.239929,6.22,0.478,F5IV,56.2114
93140,175892,"","","","",Sgr,284.60346,-22.529493,6.14,0.087,A1V,79.3651
93148,175510,"",Lam Tel,Lam,"",Tel,284.61567,-52.938629,4.85,-0.051,A0V,187.6173
93163,175329,"",Ome Pav,Ome,"",Pav,284.65218,-60.20055,5.14,1.355,K1III-IV,172.7116
93174,175813,"",Eps CrA,Eps,"",CrA,284.680815,-37.107357,4.83,0.396,F3IV/V,30.1841
93177,176502,"","","","",Lyr,284.69412,40.679194,6.2,-0.146,B3V,300.3003
93179,176232,"",10    Aql,"",10,Aql,284.695515,13.906648,5.91,0.251,F0spe...,78.3699
93194,176437,Sulafat,14Gam Lyr,Gam,14,Lyr,284.735925,32.689557,3.25,-0.049,B9III,190.1141
93197,176707,"","","","",Dra,284.74749,50.809143,6.32,0.979,G8III,131.7523
93203,176303,"",11    Aql,"",11,Aql,284.77392,13.622245,5.27,0.573,F8V,48.4262
93209,175855,"","","","",CrA,284.795685,-39.534712,6.49,-0.04,B9.5V,152.9052
93210,176582,"","","","",Lyr,284.80122,39.217321,6.43,-0.168,B5IV,292.3977
93225,176162,"","","","",Sgr,284.849175,-12.840517,5.51,-0.038,B4V,146.1988
93234,176123,"","","","",Sgr,284.86158,-18.566433,6.37,0.962,G5/G6II,334.4482
93238,175007,"","","","",Pav,284.871975,-70.468653,6.49,0.305,A8V,103.6269
93244,176411,"",13Eps Aql,Eps,13,Aql,284.905665,15.068298,4.02,1.082,K2III,47.5059
93256,176527,"","","","",Lyr,284.93949,26.230404,5.26,1.228,K2III,99.2063
93270,176541,"","","","",Vul,284.992125,22.814515,6.28,1.672,M4III,215.9827
93279,176670,"",15Lam Lyr,Lam,15,Lyr,285.003435,32.145514,4.94,1.465,K3III,338.9831
93287,175401,"","","","",Pav,285.01480499999997,-66.653618,5.98,0.977,K0III,136.0544
93299,177003,"","","","",Dra,285.056985,50.533466,5.39,-0.182,B2.5IV,205.7613
93315,176246,"","","","",Sgr,285.10338,-24.942171,6.35,1.253,K0III,181.8182
93340,177249,"",49    Dra,"",49,Dra,285.18108,55.658301,5.51,0.862,G5IIbCN...,150.8296
93354,176896,"","","","",Lyr,285.23001,33.802158,6.04,0.983,K0III:,118.2033
93371,176270,"","","","",CrA,285.267915,-37.061555,6.44,0.02,B9.5IV:,234.7418
93374,176776,"","","","",Sge,285.27264,19.309605,6.47,1.114,K1III,129.8701
93393,176871,"","","","",Lyr,285.32232000000005,26.291411,5.69,-0.086,B5V,199.2032
93408,177196,"",16    Lyr,"",16,Lyr,285.35986499999996,46.934812,5.0,0.186,A7V,37.4392
93418,176593,"","","","",Sgr,285.389655,-15.282617,6.31,0.963,K0III,164.7446
93423,176537,"","","","",Sgr,285.40725,-22.695364,6.25,1.647,K3III,621.118
93429,176678,"",12    Aql,"",12,Aql,285.42012,-5.739115,4.02,1.079,K1IIIvar,44.1306
93437,177109,"","","","",Lyr,285.451545,33.621257,6.39,-0.117,B5IV,260.4167
93443,176971,"","","","",Vul,285.455955,22.264412,6.44,0.13,A4V,123.7624
93466,177483,"","","","",Dra,285.52932000000004,52.261058,6.35,0.983,G8III:...,214.1328
93470,176425,"","","","",CrA,285.53547,-41.910505,6.21,0.001,A0V,123.9157
93488,176981,"","","","",Aql,285.58986,8.373539,6.25,1.648,K2III,373.1343
93498,176704,"","","","",Sgr,285.61533000000003,-24.846826,5.63,1.232,K2III,78.9889
93506,176687,Ascella,38Zet Sgr,Zet,38,Sgr,285.65297999999996,-29.880105,2.6,0.062,A3IV,27.0416
93523,177199,"","","","",Sge,285.71925,19.661011,6.11,1.317,K1III,246.9136
93526,176984,"",14    Aql,"",14,Aql,285.72708,-3.698987,5.4,-0.005,A1V,153.1394
93537,176884,"","","","",Sgr,285.765855,-19.245686,5.96,1.158,K0II/III,606.0606
93542,176638,"",Zet CrA,Zet,"",CrA,285.77860499999997,-42.095105,4.74,-0.027,A0Vn,59.2066
93543,176903,"","","","",Sgr,285.77916,-19.103024,6.37,0.48,F5V,80.2568
93552,176723,"","","","",CrA,285.823725,-38.253147,5.73,0.328,F2III/IV,68.4932
93574,175986,"","","","",Pav,285.87363,-68.755544,5.89,0.553,F8V,56.3063
93580,177178,"","","","",Aql,285.884385,1.818768,5.82,0.182,A4V,54.8847
93624,176664,"","","","",Tel,285.989775,-51.018604,5.93,1.236,K0/K1III,99.8004
93629,176522,"","","","",Pav,286.00420499999996,-57.959962,6.3,0.857,G6II/III,211.8644
93666,177336,"","","","",Aql,286.10064,-5.684843,6.48,2.3,C5II,362.3188
93667,177074,"","","","",Sgr,286.104405,-31.047079,5.49,0.026,A0V,147.0588
93683,177241,"",39Omi Sgr,Omi,39,Sgr,286.17075,-21.741496,3.76,1.012,K0III,43.554
93713,178207,"",51    Dra,"",51,Dra,286.22986499999996,53.396654,5.4,-0.014,A0Vn,111.1111
93717,177463,"",15    Aql,"",15,Aql,286.240305,-4.03142,5.4,1.12,K1III,88.7311
93718,177808,"","","","",Lyr,286.241115,31.744072,5.63,1.548,M0III,189.7533
93720,177809,"","","","",Lyr,286.242855,30.733396,6.07,1.575,M2III,198.0198
93733,178208,"","","","",Dra,286.291005,49.923166,6.45,1.348,K3III,185.1852
93747,177724,Okab,17Zet Aql,Zet,17,Aql,286.352535,13.863478,2.99,0.014,A0Vn,25.4582
93763,177517,"","","","",Sgr,286.42158,-15.660419,5.93,-0.015,B8IIIsp...,219.2982
93770,178003,"","","","",Lyr,286.446375,29.921674,6.32,1.668,M0III,446.4286
93805,177756,"",16Lam Aql,Lam,16,Aql,286.56225,-4.882554,3.43,-0.096,B9Vn,37.9219
